name,text
Svetlana Ru,"#важное  
 📍Дайджест за неделю 30/01

✔️В субботу отметил День Рождения Иван Фоменко @AwesomeSourCream 🎉  А сегодня уже отмечает праздник Виталий Курин @F47P2971215073 🎊
Поздравляем ребят и желаем приятной учебы и новых впечатлений! 🎂🥳

✔️Наш peoplebook готов! Знакомьтесь друг с другом и с организаторами программы https://miro.com/app/board/uXjVP3afo54=/

✔️Мы также сделали учебный ноушн, где хранится вся учебная информация от нас.
Ссылка добавлена в описание чата и в первый ноушн, который можете редакировать вы. Пусть он будет больше про жизнь и быт

✔️Ребята, прошло 2 недели с начала учебы, пора определиться с допкурсами. Ссылки на все чаты есть в закрепе.
Если добавились в чат курса - обязательно пройдите регистрацию (она в чате). 
Если решили быть вольнослушателем или не ходить, скажите об этом Свете или Кате, чтобы мы отразили это в ведомостях. 
Это нужно сделать до конца дня 31 января
Только на Теорию категорий можно будет записаться с сегодня по 10 февраля

✔️Мы анонсировали мини-курсы от сотрудников JetBrains

✔️Пора отчитываться по доп учебным активностям к 1 февраля

✔️С понедельника начались занятия по английскому языку, расписание должно было вам придти. 
Если еще хотите добавиться или отписаться, свяжитесь с Ники
Занятия будут 1 группой 2 раза в неделю до 22 марта
Чат английского с Ники"
Svetlana Ru,"Ребята, если пишите преподавателям или в университет, используйте, пожалуйста, почту универа
#важное"
Svetlana Ru,"Вам приходят счета за обучение - не пугайтесь
Это просто факт
Оплачиваем мы грантами (кто на грантах)
#важное"
Svetlana Ru,"#важное 
Про смену курса: мы попросили лично за 8 человек в опросе
Панайотис поговорит с Саввасом, сверится с офферами и даст ответ

Всем остальным: если вы запрашивали смену курса, проверьте в мудле, должна отразиться там 

На этом все замены на этот семестр больше не принимаются

Дальше за них будет отвечать не Панайотис, а Елена
С ней мы познакомимся на следующей неделе"
Natalia Kitaeva,"#важное стипендию можно получить сегодня и завтра, постарайтесь прийти по своим группам в три периода времени. Не получится - присоединитесь к другой группе
today afternoon from 14:30 – 16:30 (same office)  and tomorrow (same office) from 09:00 – 12:00 & 14:30-16:30"
Svetlana Ru,"#важное  
 📍Дайджест за неделю 6/02

✔️С этой недели почти все наши курсы переезжают в Pafos Gardens в Конференц-зал за ресепшен, где проходила рождественская вечеринка
Не забывайте смотреть в расписание 

✔️В среду 8го стартует последний из допкурсов JetBrains в этом семестре - теория категорий 
Еще можно записаться

✔️К чатику присоединился наш преподаватель Александр Авдюшенко @ovalur  и рассказал о себе и курсах 👋

✔️Все-все, проверьте, совпадают ли у вас в мудле курсы с присланными вам в почту (и с поменянными, если просили менять и вам это подтвердили) и если нет, то напишите на it_support@nup.ac.cy

✔️Изменения в офферах и перезачеты курсов в связи с досдачей вами сесии сейчас университет не принимает из-за процесса оформления студвиз
Если будет возможность перезачесть полученные кредиты позже, мы сообщим"
Svetlana Ru,"Ребята, передаю вам от Марии:
1) Не забывайте проверять университетскую почту, туда приходит все важное
2) Если у вас ошибки в мудле и вы пишите в саппорт и они не отвечают 2-3 дня (они могут быть загружены, тк начало семестра в универе), то пишите Марии и она поможет
3) Если у вас больничный, вы можете проинформировать преподавателей по почте, приложив справку и поставив в копию меня svetlana.rudneva@jetbrains.com

#важное"
Svetlana Ru,"Ребята, прошло 3 недели учебы. 
Кто-то прекрасно справляется, а у кого-то появляются первые сложности в учебе. 
У вас разный опыт обучения в предыдущих университетах, разные специализации. Программисты могут помочь математикам с С++, например, а математики программистам с матаном.

Мы предлагаем вам начать помогать друг другу, чтобы проблемы не росли как снежный ком.
Это ни в коем случае не про списывание, а про помощь в понимании предметов.

Предлагаем собираться в нашей аудитории в ПГ по субботам, время обсудим дополнительно.

Пожалуйста, отметьтесь в опросе сегодня-завтра, кто готов объяснить тот или иной предмет и кто был бы рад помощи:
https://forms.gle/y6m8EYm58C5dLSN48

 #важное"
Natalia Kitaeva,"очень приятно видеть вашу активную вовлеченность в учебный процесс😁 
Еще #важное:
Благодаря тому, что у нас есть студенты, умеющие считать до 29, критически относящиеся к получаемой информаци и просто прекрасные люди, универ нашел ошибку в составленном академическом графике, и учебный год у нас сократился до 11 августа. Проверьте, может еще есть неиспользованый ресурс)"
Svetlana Ru,"#важное 

Ребята, посмотрите, пожалуйста, что получается по клубу взаимопомощи в эту субботу (завтра):

11.00 - 12.00 Матанализ 
Готовы помочь: Артем @tema6501 Тоже можно еще желающих помогать!

12.00 - 13.00 Алгоритмы
Готовы помочь: Кеша @itsYARDman Влад @codeworse Андрей @Andrey_Yurko  и может быть Миша @goncharovmike 

13.00 - 14.00 Плюсы
Готовы помочь: Саша @alpdk1394 Кажется, нужны еще помощники!

Если кто готов объяснять компиляторы - то такие люди тоже очень нужны!

Ребята-наставники, сможете ли, норм вам время?

Что я предлагаю:
- придти в назначенное время на разбор по нужному предмету в нашу аудиторию в ПГ
- на ходу обозначить вопросы и темы на разбор
- пройтись по ним в парах-тройках или всей группой (жаждущих помощи пока не более 6 человек на предмет)

Вопросы по другим предметам:
По математике готов помочь Виталий @F47P2971215073 
По ФП Кеша @itsYARDman 
По разным предметам по-немногу Рома @DarthSomnium 
Тут можно просто придти с 14 часов и помочь, чем сможешь и послушать других

Готова к вашим предложениям, хочется сделать клуб взаимопомощи полезным и удобным вам самим"
Natalia Kitaeva,"#важное 
Ребята, пожалуйста, напишите мне в личку, кому по семейным обстоятельствам важно попасть в первую группу биометрии. Я знаю на сегодня только про Сашу Ахметшина и Максима Селюка"
Natalia Kitaeva,"#важное 
Пожалуйста, не носите с собой паспорт, пластика вполне достаточно. Оставляйте паспорт в номере"
Svetlana Ru,"#важное  
 📍Дайджест за неделю 13/02

✔️Сегодня День рождения отмечают сразу 2 человека - поздравляем Косовского Антона  @anton_cats и Васькина Всеволода @GrandFruit 🎂🥳
А вчера отметил свой праздник Владислав Тухта @tuhtello 🎁🎈
Желаем ребятам тепла, хорошего настроения и новых открытий! 🎉🎊

✔️С сегодняшнего дня больше не принимаем записи на допкурсы и переходы с курса на курс
Учимся определяться в своих желаниях быстрее 😉

✔️Пожалуйста, не носите с собой паспорт, пластика вполне достаточно. Оставляйте паспорт в номере

✔️Ребята, спасибо всем, кто поучаствовал в клубе взаимопомощи! 👍
Напишите мне в личку или в чате, по каким предметам вы готовы помогать и подумаем, как проводить дальше
Пока предлагаю сделать закреп с ребятами-консультантами в чате и оставить время в субботу с 11 до 14 на консультации
Актуальные предметы можно выбирать голосованием тут накануне

✔️Настало время поделиться первой обратной связью: как учеба, предметы и как ваша жизнь 📊
Пожалуйста, пройдите опрос до четверга ⌛️"
Natalia Kitaeva,"#важное 
Ребята, биометрия будет 21 и 22 февраля. Ставрос пришлет списки"
Александр Подкопаев,#важное те кто ходят на кибер безопасность пожалуйста проголосуйте
Natalia Kitaeva,"#важное 
Первые несколько человек в почте получили приглашение в банк для открытия счета. 
@dmivilensky @spqratwa @dima_stepik @Seliuk_Maxim @petuch03 
Пожалуйста, все-все проверяйте почту и не пропускайте важную информацию. В первый раз обращаю внимание, что процесс начался. Каждую следующую группу дополнительно предупреждать не смогу)"
Svetlana Ru,"Ребят, для клуба помощи на этой неделе тот же опрос, я чуть расширила
https://forms.gle/y6m8EYm58C5dLSN48

Пройдите, если нужна помощь или готовы помочь 
И давайте сегодня, чтобы завтра накидать расписание по необходимости

Пока так

#важное"
Svetlana Ru,"#важное 
Завтра клуб помощи не собираем

Но вы можете использовать ПГ до 16 (там потом семинар у ребят), чтобы позаниматься индивидуально (и договориться о помощи самим) или поразбирать универские предметы"
Svetlana Ru,"#важное 
Ребята, кто еще не прошел опрос с фидбеком - сегодня последний день!

И напомню, если пишите о проблемах и не оставляете имя, мы не сможем связаться и помочь 

https://forms.gle/SAfPoFGP5p8tSrW59"
Svetlana Ru,"#важное  
 📍Дайджест за неделю 20/02

✔️ Вчера отметил свой праздник Гриша @iKrPpRpPp ✨
Поздравляем и желаем комфортной жизни, раскрытия талантов и интересных будней! 🍰🎈

✔️Завтра и послезавтра едем сдавать биометрию в Никосию
Не забудьте поставить нужное количество будильников, проверить себя в списке, взять паспорт (если кто-то получил новый, то взять все заграны) и пермит (пластиковую карточку)
Автобус уезжает в 8 утра от ПГ
А после до 15 можно погулять по городу и воспользоваться подсказками, что посмотреть, которые есть в вашем ноушне 😉

✔️Продолжаем получение банковских аккаунтов
Следите за почтой!

✔️С этой недели пары по С++ у группы Захара по средам в G1 (в универе), а вечерний английский и DISTRIBUTED SYSTEMS в G3
Расписание в закрепе, обратите внимание, пожалуйста

✔️Можно поучаствовать в отборе и попасть на школу JASS

✔️ На случай экстренных ситуаций наши номера (в вашем ноушне): 
Наталья 99 025374
Света 94 425352

✔️ Следующий понедельник 27 февраля - выходной на Кипре"
Valentin,#важное водитель ругается
Svetlana Ru,"Ребята, мы почитали результаты опроса  и начали с ними работать.
Обязательно будем рассказывать обо всем, что получится изменить или сделать нового, чтобы нам с вами учиться и жить было приятнее и полезнее!

Про быт
Ребята, видим, что вы наконец устроились и обжились, это хорошо! Многим повезло с соседями и вы успели подружиться.
Кому-то жилье нравится, но есть и свои нюансы. Поэтому к осени мы сделаем памятки про утепление и профилактику плесени, тк это актуальные проблемы для Кипра. Про стирку еще подумаем (знаю, что некоторые нашли решение и стирают в другом месте - делитесь бытовыми лайфхаками!)
В конце мая мы переедем в кампус университета и лето пройдет в новых условиях, а осенью постараемся переехать с комфортом обратно в Пафос Гарденс.
Я скоро закину вам короткий обзор по вашим номерам, чтобы мы выписали и попросили себе лучшие или, как минимум, хорошие.

Про Кипр
Надеемся, что вы уже оценили плюсы острова и скоро заметите новые (например, пляж в 5 минутах от универа), и ваша адаптация станет еще проще.
Кипр - страна со своей культурой, традициями и особенностями, которые нам могут быть непривычны и непонятны. С весеннего семестра начнется греческий язык, Ставрос обещает на занятиях рассказывать об истории Кипра. Возможно это поможет вам больше проникнуться уникальностью места, где мы сейчас живем.
Кипр сезонный, скоро начнет появляться больше культурных мероприятий, фестивалей и тд.
Если не можете сориентироваться, найти нужные магазины, расписания и тд - приходите ко мне за советом и активнее используйте местные чаты. Извлекайте плюсы из вашего пребывания здесь, наслаждайтесь природой, морем, и всем, что может дать страна.

Про развлечения
Давайте возьмем больше ответственности за свою активную и интересную жизнь! 
Не стесняйтесь присоединятся в существующие чатики города и JetBrains,
Если есть конкретные пожелания - давайте делать свои клубы и активности. Кто-то уже начал и это отлично 👍
Я могу помочь организовать книжный клуб или что-то еще - приходите с идеями и желаниями.
Откликайтесь на опросы, которые скоро будут, вместе выберем интересное 😉

Про универ
Рады, что у вас уже есть любимые предметы и преподаватели!
Комментарии про проблемные предметы от универа тоже видим, но здесь мы ограничены в возможностях. У нас есть идеи, как украсить некоторые обязательные предметы, постараемся их реализовать совместно с университетом. А пока постарайтесь брать от учебы как можно больше: попытайтесь найти подход к предмету, к преподавателю, используйте дополнительные материалы.
Вы можете обратиться и к нам за рекомендациями.

Про наши курсы
Большинство из вас довольны набором курсов и качеством преподавания. Это не может не радовать)
Ваши пожелания и комментарии мы передадим преподавателям в обезличенном виде, обратная связь важна всем.
Столкнулись со сложностями в программе —  не стесняйтесь задавать вопросы, не бойтесь переспрашивать, если что-то непонятно. Вопросы — это важно, они помогут вам разобраться в материале, преподаватель видит обратную связь и понимает, на что сделать упор. Также на удаленных занятиях включайте камеры, пожалуйста.
Ходите на дополнительные консультации преподавателей, спрашивайте друзей, соседей и товарищей-консультантов. Старайтесь разобраться побыстрее, не откладывайте проблемы на потом! 

Большое спасибо всем, кто участвовал!
Следующий опрос будет в конце семестра.
Если возникнут проблемы, которыми нужно поделиться - не ждите опроса, все организаторы готовы помочь

#важное"
ксюня,"#важное
15 марта подготовка к мидтерму 
22 марта мидтерм по research methods"
asahi,через две недели дедлайн по выбору темы курсовой для research methods #важное
Александр Подкопаев,"#важное 
Сегодня в 18:30 состоится дополнительная пара по Cyber Security в iLab"
Svetlana Ru,"#важное 

Ребята, в пн в 18/30 приходите в аудиторию ПГ
Поговорим про страховую и всякие нестандатные случаи и вообще про здоровье
Надеюсь, смогу вам ответить
А если нет - соберем вопросы и скину агенту

Буду благодарна, если присоединятся те, кто уже своим опытом может поделиться
@Hardes1 @AwesomeSourCream @N1KlT4 

Поставьте реакции, если придете"
Александр Подкопаев,"#важное 
Сегодняшнюю пару по Cyber Security отменяется"
Korolenkov Vasily,"#важное

О том, как устроена оценка на курсе по инновациям (и, видимо, по всем курсам от универа).

За каждую компоненту оценки нужно получить не меньше 40%. Если меньше 40 - это 0 за эту компоненту.
В конце курса все компоненты складываются с весами (для инноваций это 20 мидтерм, 30 дз и 50 экзамен). Должно получиться хотя бы 50%, если меньше - отлетаете на пересдачу"
Svetlana Ru,"#важное 
Ребята, встреча по страховке и здоровью сегодня отменяется 
По иронии я заболела и приехать не смогу
Буду свой кейс решать

Берегите себя!"
Natalia Kitaeva,"#важное Ребята, стипендию выдадут 1 и 2 марта, в обычное время, в том же кабинете"
asahi,#важное менеджмент
Svetlana Ru,"#важное  
 📍Дайджест за неделю 27/02

✔️Готовимся к турниру по настольному теннису, вступайте в чатик 

✔️В субботу прошла первая тренировка с Надей, если хотите присоединиться - чатик по тренировкам

✔️Продолжаем получать банковские аккаунты, проверяйте почту!

✔️Изменения для C++
Группа Захара
Пара запланирована на завтра, в 18:30, аудитория G1. Без изменений относительно стандартного расписания. 

Группа Владимира 
Изменение ❗️Занятие отменяется в четверг, но состоится в пятницу, в 18:30. Аудитория B1."
Natalia Kitaeva,"#важное 
https://internship.jetbrains.com/admissions/?tab=open
Началась подача заявок на стажировки JetBrains"
Roman Kovalev,"#важное 
Ребят, на ресепшене лежат письма. Тут они, вроде как, для всех."
Natalia Kitaeva,"#важное 
6 студентов, можете получить стипендию сегодня в то же время, в том же кабинете."
Svetlana Ru,"#важное 

Ребята, собираю инфу по вашим апартам в ПГ на будущее
Заполните, пожалуйста
https://forms.gle/HkvRhLiSfPU2hWHw8"
Korolenkov Vasily,#cybersequrity #важное сегодняшняя пара в ILab
Svetlana Ru,"#важное 
Ребята, что-то нет у вас окон нормально поставить встречу

Приходите ко мне в частном порядке тогда говорить про страховк
Планирую быть в Универе с 10 30 до 13 00 на Дне карьеры в среду
Могу заглянуть потом на полчаса в ПГ к вам
Поговорю с желающими, хорошо если партиями)"
Kristina Smolnikova,"#важное

Привет! В эту пятницу 10 марта в 18:30 приглашаем на онлайн-встречу с компанией IPONWEB (компания вместе с JetBrains является спонсором организации вашего обучения). Представители компании хотели бы предложить несколько проектов в рамках практики, приходите обязательно) 

Регистрация
Добавить в календарь 
Ссылка на встречу https://criteo.zoom.us/j/92257444403?pwd=MDk0enNlMWxZZVJUMmpWVTVFUjRoUT09
Passcode: 951214

Подробнее: 
Компания IPONWEB рада объявить о возможности поработать с ведущими инженерами над различными ML-проектами!

IPONWEB (acquired by Criteo*) — лидер разработки технологических решений в сфере онлайн-рекламы. В нашей экосистеме объединены тысячи участников рекламного рынка независимых от глобальных монополий, развивающих уникальные бизнес-модели, использующих технологии и продукты IPONWEB, которые ежедневно изменяются и совершенствуются сотнями разработчиков, аналитиков, менеджеров, дата инженеров и продуктовыми командами.

Встреча с командой IPONWEB пройдёт 10 марта (пятница) в 18:30 по кипрскому времени. На ней 5 инженеров компании подробно расскажут о компании и проектах, в которых можно будет принять участие под их менторством.

Ждём встречи!

*В 2022 году IPONWEB стала частью французской корпорации Criteo, одного из ключевых игроков на мировом рынке RTB-технологий и динамического ретаргетинга."
Svetlana Ru,"#важное  

 📍Дайджест за неделю 6/03

✔️Сегодня День Рождения отмечает Артем @APdex 🎊🎂🎉
Желаем хорошего настроения и ярких дней! 🎁🎈

✔️У нас появился свой книжный клуб, вступайте!

✔️Турнир по теннису продолжается, в эти выходные прошли игры 1 и 2 группы, впереди 3 и 4 и финал! Чтобы следить и болеть - вступайте в чат турнир

✔️На этой неделе заканчивается прием заявок на школу JASS

✔️Поделитесь своим отзывом про апартаменты в ПГ и соберем базу хороших номеров

✔️В эту пятницу 10 марта в 18:30 приглашаем на онлайн-встречу с компанией IPONWEB"
Svetlana Ru,"#важное 

Ребята, 
в эту пятницу в 12 часов будем ждать вас в ПГ на очную встречу 
С парой Семантик мы договорились, вы начнете на час позже (с 13)
Поговорим про учебу, можете подготовить вопросы, если они есть
Мы с Натальей и Александром будем вас очень ждать
Приходите!

После можно остаться и пообщаться со мной про страховку (вместо завтра)"
Svetlana Ru,"#важное  

 📍Дайджест за неделю 13/03

✔️Сегодня День Рождения отмечает Кеша  @itsYARDman 🎊🎁
От души поздравляем с твоим днем и желаем море впечатлений и радостей! 🥳

✔️Сегодня будут результаты, кто прошел на школу Jass.

✔️В выходные прошли последние отборочные игры по настольному теннису в группах 3 и 4, а на этой неделе состоится финал! 
Вступайте в чатик и приходите болеть за финалистов!

✔️Ищем добровольцев для озвучивания Hyperskill

✔️В четверг 16 марта пройдет лекция Кирилла Кринкина в NUP ""Linux Container Technologies and Their Applications"""
Kristina Smolnikova,"#важное

Привет! Мы недавно просматривали некоторые переписки и поняли, что надо с вами поделиться советами по деловой переписке:) 

И вспомнили, что еще в CS центре делали подборку с разными полезными материалами. Хотим поделиться с вами https://compscicenter.notion.site/compscicenter/b6dddf00bc7d497298179a3bdbdda375 

Моменты, именно связанные с центром, можно опустить, но там почти все полезное во все времена)

Также мы попробуем собрать советы касательно именно переписки на английском, но если вы сейчас знаете хорошие курсы/статьи, смело делитесь!"
Ekaterina Artamonova,"Привет! Как анонсировалось выше в сообщении Кристины, одним из запланированных курсов у нас стоит ML Hard. 

Этот курс мы хотим предложить тем, кто уже имеет знания в базовом машинном обучении и хотел развиваться в этой области дальше. 

Мы подготовили любопытный опрос. Он состоит из общих вопросов и ""упражнений"" на понимание определений, концепций, методов. Пожалуйста, все кто заинтересован в таком курсе – пройдите опрос до среды, 22 марта, 23:59. 

https://docs.google.com/forms/d/e/1FAIpQLSeG38I8lLs_tQw27_i-_wzl_5pgBmgPT65OC7UeTWx-DeGMqQ/viewform

Опираясь именно на ваши ответы преподаватели будут готовить материал. Этот опрос никоим образом не оценивается, так что готовиться (и списывать))), конечно, не надо.

#важное"
Svetlana Ru,"Ребята, знаю, что кто-то собирается уезжать на каникулы
Напомню, что у вас обязательно должен быть действующий документ на руках для въезда
И обязательно надо отметиться в ноушне в табличке!

Опрос чтобы понимать примерное кол-во

 #важное"
Svetlana Ru,"#важное  

 📍Дайджест за неделю 20/03

✔️23 марта к нам на месяц приезжает Федор Бахарев @fbakharev 👋
Поэтому 24го марта пара будет уже очной

✔️Отметьтесь в опросе, если хотите уезжать на каникулы
Не забывайте про действующий документ и обязательно отмечаться в ноушне!

✔️Посейдон и силы природы немного вмешались в наш турнир по теннису, поэтому он все еще в самом разгаре. 
Следующие игры запланированы на 25е, а финал, надеемся, случится 26го марта 🏓
Наблюдать за турнирной таблицей можно тут 

✔️Мидтермы еще идут, желаем вам удачи! 🤞
Ближайший - 22 марта (среда) Research Methods"
Ekaterina Artamonova,"#важное

‼️Анонсируем параллельный курс по Software Engineering от JetBrains. ‼️

Всем привет! 

Начиная с этой пятницы и до конца семестра с 12 до 15 часов (этот слот должен быть свободен у вас) Тимофей Брыксин подхватывает ваш университетский курс и помогает вам разобраться в этой важной теме :) 

Что надо делать: 
— вступить сегодня в чатик курса всем, кто записан на курс – там в четверг будут подробности про время и место первой встречи: https://t.me/+clC00zqBkd00ZTEy
— ходить на занятия по вторникам к текущему университетскому преподавателю, пока не будут получены какие-то официальные сообщения об их завершении
— внимательно следить за телеграмом и не пропускать важные обновления и новости :)"
Svetlana Ru,"#важное 
По поводу отъезда проверьте почту от Ставроса

Ваши ресипты будут у него ориентировочно в понедельник, он пришлет на всех письмо

Итого, алгоритм
1. Записаться в табличку в ноушне 
2. Взять у Ставроса ресипт, у Марии письмо, что обучаетесь (после пн)
3. С собой в отъезд паспорт, пермит, ресипт, письмо"
Svetlana Ru,"#важное  

 📍Дайджест за неделю 27/03

✔️Сегодня День Рождения у Васи @vasilykorol 🎉
Поздравляем от души и желаем всяческих успехов на жизненном пути! 🍰🎁🌟

✔️Финал соревнований по теннису сдуло на эту субботу 
С нетерпением ждем узнать, кто же победит 🏆

✔️Если вдруг кто-то еще хотел присоединиться к тестированию котлин курса, то будем очень вам рады, все подробности в чатике

✔️Кто пропустил - сегодня консультация по семантике в 15:30 

✔️До конца семестра пары по матанализу проходят в оффлайне в ПГ

✔️По пятницам с 12 до 15 до конца семестра у вас будут доп пары по Software Engineering с нашим преподавателем Тимофеем Брыксиным 
31го марта в B1
7го и 21го апреля в Амфитеатре"
Ekaterina Artamonova,"Всем привет!

Ребята, в преддверии анонса перезапуска курса по распределенным системам мы просим вас заполнить короткую форму. 

Она поможет оценить преподавателю ваше общее понимание темы и интересы.

Наш потенциальный преподаватель – Артём Гавриченков – директор по продуктам Servers.com. Подробнее про Артёма в pdfке. 

Предполагаемые даты занятий: 4, 18 и 25 апреля + возможны дополнительные пары. 

Дедлайн — завтра, 28 марта, 12:00.

PS Пожалуйста, идите на пару по расписанию завтра, если не получали комментариев от вуза, что она не состоится.
#важное"
Natalia Kitaeva,"#важное Ребята, получите, пожалуйста, стипендию 3-4 апреля 
09:00-12:00 & 14:30-16:30 office 120"
Svetlana Ru,"Ребята, кто не сдал мидтерм DS или software (или еще какой-то предмет), напишите мне или @natalia_kita, пожалуйста
Нам важно быть в курсе

#важное"
Svetlana Ru,"#важное  

 📍Дайджест за неделю 3/04

✔️Вчера отмечал День рождения Савелий @lifeasserting 
Запоздалые поздравления отправляем уже сейчас! Желаем множества приятных вещей каждый день! 🍰✨🥳

✔️Напоминаем, что завтра пройдет пара по DS с нашим приглашенным преподавателем Артемом в B1 так же в 18/30

✔️Не забудьте забрать стипендию сегодня и завтра 09:00-12:00 & 14:30-16:30 office 120

✔️В пятницу завершился наш первый турнир по настольному теннису!
Четверка лидеров:
1 место: Артем Макоян @MakArtKar 🥇
2 место: Роман Ковалев @DarthSomnium 🥈
3 место: Слава Пирогов @messlav 🥉
4 место: Михаил Гончаров @goncharovmike 🏅
Поздравляем победителей!!!🎉🎉🎉
Отдельный почет и уважение организаторам турнира - Роме @DarthSomnium и Севе @legeva1937 👏👏👏"
Svetlana Ru,"Ребята, мы договорились с университетом на пересмотр ваших зачтенных предметов для 3 и 4 курса, чтобы уменьшить время обучения и дозачесть больше предметов, где это будет возможно

Ниже перечислены группы, какие составом и когда вам надо подойти к профессору Лефтерису (к 242)
Возьмите с собой транскрипт и оффер

Среда 5 апреля 
12 00 
Смирдина Анна @blue_ananas 
Куковеров Егор @ubuntuegor
Филиппов Степан @ahtohallan2 

12 30 
Иванов Всеволод @legeva1937 
Коротнев Антон @korotn3v 
Мостовой Захар @foxkids33 
Ковалев Роман @DarthSomnium

15 10 
Биктимиров Данила @asahium 
Трифочкин Семен @Gmacem
Сафронов Егор @petuch03

15 50 
Федорова Александра @gondurras
Парве Артем @APdex
Лысанюк Ксения @XenKir

Пятница 7 апреля
9 30 
Мелещенко Иннокентий @itsYARDman
Коломытцева Ольга @olyandrevn
Чугреев Савелий @lifeasserting
Тухта Владислав @tuhtello

10 10
Касацкий Всеслав @samorojy
Юрко Андрей @Andrey_Yurko
Комолкин Александр @SparkTyler2002

10 50
Петрунин Александр @alex03302 
Бас Кирилл @eertree_work 
Серов Алексей @aleserov
Седых Роман @SedavRM

Приходите обязательно, это в ваших интересах увеличить себе кол-во зачтенных предметов и кредитов!

Если не можете, напишите мне обязательно
И отреагируйте, что увидели

#важное"
Natalia Kitaeva,"#важное 
⚡️Ребята, завтра во вторник 4 апреля  в 3:15 pm приглашаем вас на встречу с Андреем Ивановым, старшим вице-президентом JetBrains по инвестициям, исследованиям и образовательным проектам.

Место проведения встречи: Neapolis University Pafos, Amphitheater

Ждем всех, пожалуйста, расскажите друзьям и соседям"
Natalia Kitaeva,"#важное 
Те 8 студентов, кто ещё не получили стипендию, сделайте это завтра. . В том же кабинете и в то же время. Если вы завтра не получите стипендию, то не приходите ко мне, пожалуйста, с вопросом, когда ещё  это можно сделать. Завтра последний день в апреле."
Александр Подкопаев,"#важное
 Лекции по Cyber security сегодня не будет, так как, у процессора Лефтериса обнаружены симптомы covid."
Svetlana Ru,"Да, ребята
Сегодня встреч по перезачету не будет (возможно и в пятницу)
Пока ждем новостей от Лефтериса

Передайте остальным, пожалуйста

#важное"
Svetlana Ru,"С профессором Лефтерисом договорились на понедельник 10 апреля (для тех, кто тут)
Завтра ничего не будет

Новые группы

9 30
Иванов Всеволод @legeva1937 
Ковалев Роман @DarthSomnium 
Смирдина Анна @blue_ananas 
Петрунин Александр @alex03302 

10 10
Касацкий Всеслав @samorojy
Куковеров Егор @ubuntuegor
Филиппов Степан @ahtohallan2 
Тухта Владислав @tuhtello

10 50
Мелещенко Иннокентий @itsYARDman
Юрко Андрей @Andrey_Yurko
Бас Кирилл @eertree_work 
Пирогов Вячеслав @messlav

11 20
Биктимиров Данила @asahium 
Лысанюк Ксения @XenKir
Коломытцева Ольга @olyandrevn

11 50
Седых Роман @SedavRM 
Серов Алексей @aleserov 
Комолкин Александр @SparkTyler2002

#важное"
Natalia Kitaeva,"#важное 
Про наличные.

Если вы уехали на каникулы и хотите привезти с собой наличные или к вам приезжают родители и хотят оставить вам деньги - при въезде в аэропорту Кипра надо пройти по красному коридору и задекларировать эту сумму. Вы обязаны задекларирвать сумму больше 10 тыс, но вы можете задекларировать любую меньшую сумму, это и надо сделать. Иначе в банке откажутся положить вам эту сумму на счет. Таможенная декларация является обязательным, но не всегда достататочным условием доказательства происхождения денег.
В случае с родителями надо будет показать свидетельство о рождении (скорее всего с нотариальным переводом). В случае с другими родственниками попросят весь набор доказательства родства и будет сложнее.

Наличные хранить сложно. Банковских ячеек тут почти нет и много условий их получения."
Svetlana Ru,"Ребята, как итог сегодняшних встреч по перезачетам:

До конца недели все, кому профессор Лефтерис сказал прислать на почту, пришлите табличкой: курс в рф, курс, за какой хотите зачесть тут и кредиты

Если показывали новый транскрипт, то его тоже пришлите (но только предметы сданные до 17.01)

Почта: l.zacharioudakis@nup.ac.cy

Кто отсутствует: сделайте то же самое
@a_scarlett 
@MakArtKar 
@daniel_polzik 
@APdex 
@gondurras 
@petuch03 
@lifeasserting 
@korotn3v 
@foxkids33 
@Gmacem 

Если потребуется что-то дополнительно или личная встреча, Лефтерис попросит

Он постарается сделать все возможное, но еще согласует все предметы-кредиты с Саввасом и выше,будем надеяться по максимуму 

#важное"
Svetlana Ru,"Ребята
@a_scarlett 
@MakArtKar 
@daniel_polzik 
@APdex 
@gondurras 
@petuch03 
@lifeasserting 
@korotn3v 
@foxkids33 
@Gmacem 
Обратите внимание, вам надо написать Лефтерису на этой неделе

#важное"
Svetlana Ru,"Ребята, ваше расписание экзаменов
Оно будет отличаться от универского: все универские предметы на месте, но по предметам с нашими преподавателями есть корректировки
Ориетируйтесь на них и время в чатиках предметов

 #важное"
Svetlana Ru,"#важное  

 📍Дайджест за неделю 18/04

✔️Обратите внимание на актуальное расписание последних пар на эту неделю

✔️Расписание экзаменов у вас в закрепе, ориентируйтесь на него. Если запутались - верное время и дата всегда в чате курса

✔️Первые экзамены начинаются уже сегодня: в 14 будет первая часть матанализа
Итоговое расписание
Желаем вам успехов! 🤞

✔️Сегодня же пройдет открытая лекция Алексея Ахметшина в 15 15 в Амфитеатре

✔️ В каникулярной викторине есть свой победитель!
Рома @DarthSomnium дал больше всех верных ответов и получит небольшой приз от JetBrains"
